0.48315,0.105,0.72
0.482845,0.107014,0.72
0.482054,0.108878,0.72
0.480831,0.110476,0.72
0.479259,0.111712,0.72
0.477441,0.112512,0.72
0.475493,0.112833,0.72
0.473539,0.11266,0.72
0.471701,0.11201,0.72
0.470093,0.110931,0.72
0.468813,0.109495,0.72
0.467936,0.107797,0.72
0.467513,0.105946,0.72
0.467563,0.10406,0.72
0.468077,0.102259,0.72
0.469016,0.100653,0.72
0.470318,0.09934,0.72
0.471894,0.0983988,0.72
0.473642,0.0978831,0.72
0.475452,0.0978192,0.72
0.477208,0.098205,0.72
0.478801,0.09901,0.72
0.480135,0.100178,0.72
0.481129,0.101631,0.72
0.481725,0.103273,0.72
0.481893,0.105,0.72
0.481628,0.106702,0.72
0.480953,0.108272,0.72
0.479915,0.109616,0.72
0.478586,0.11065,0.72
0.477053,0.111317,0.72
0.475414,0.111579,0.72
0.473774,0.111426,0.72
0.472236,0.110873,0.72
0.470894,0.109963,0.72
0.46983,0.108756,0.72
0.469105,0.107334,0.72
0.468759,0.105788,0.72
0.468809,0.104218,0.72
0.469245,0.102721,0.72
0.470033,0.101391,0.72
0.471119,0.100308,0.72
0.472429,0.0995359,0.72
0.473878,0.0991175,0.72
0.475373,0.0990734,0.72
0.47682,0.0994001,0.72
0.478128,0.100071,0.72
0.479219,0.101038,0.72
0.480028,0.102236,0.72
0.480508,0.103586,0.72
0.480637,0.105,0.72
0.480411,0.106389,0.72
0.479851,0.107667,0.72
0.478999,0.108755,0.72
0.477913,0.109589,0.72
0.476664,0.110122,0.72
0.475335,0.110325,0.72
0.47401,0.110191,0.72
0.472771,0.109736,0.72
0.471695,0.108995,0.72
0.470846,0.108018,0.72
0.470273,0.106871,0.72
0.470006,0.105631,0.72
0.470056,0.104375,0.72
0.470413,0.103184,0.72
0.47105,0.10213,0.72
0.47192,0.101277,0.72
0.472964,0.100673,0.72
0.474113,0.100352,0.72
0.475294,0.100328,0.72
0.476431,0.100595,0.72
0.477455,0.101132,0.72
0.478303,0.101898,0.72
0.478926,0.102841,0.72
0.479291,0.103898,0.72
0.47938,0.105,0.72
0.479194,0.106077,0.72
0.47875,0.107062,0.72
0.478083,0.107895,0.72
0.477239,0.108528,0.72
0.476276,0.108927,0.72
0.475256,0.10907,0.72
0.474245,0.108957,0.72
0.473306,0.108599,0.72
0.472496,0.108026,0.72
0.471863,0.107279,0.72
0.471442,0.106409,0.72
0.471253,0.105473,0.72
0.471303,0.104533,0.72
0.471582,0.103647,0.72
0.472066,0.102869,0.72
0.472721,0.102245,0.72
0.473499,0.10181,0.72
0.474349,0.101586,0.72
0.475215,0.101582,0.72
0.476043,0.10179,0.72
0.476781,0.102193,0.72
0.477387,0.102759,0.72
0.477825,0.103447,0.72
0.478074,0.104211,0.72
0.478123,0.105,0.72
0.477977,0.105764,0.72
0.477649,0.106456,0.72
0.477167,0.107035,0.72
0.476566,0.107467,0.72
0.475888,0.107732,0.72
0.475177,0.107816,0.72
0.474481,0.107723,0.72
0.473841,0.107462,0.72
0.473297,0.107058,0.72
0.47288,0.10654,0.72
0.47261,0.105946,0.72
0.4725,0.105316,0.72
0.472549,0.10469,0.72
0.47275,0.104109,0.72
0.473083,0.103607,0.72
0.473522,0.103213,0.72
0.474034,0.102947,0.72
0.474584,0.102821,0.72
0.475136,0.102836,0.72
0.475655,0.102986,0.72
0.476108,0.103254,0.72
0.476471,0.103619,0.72
0.476724,0.104052,0.72
0.476857,0.104523,0.72
0.476867,0.105,0.72
0.476759,0.105452,0.72
0.476548,0.105851,0.72
0.476251,0.106175,0.72
0.475893,0.106406,0.72
0.475499,0.106536,0.72
0.475098,0.106562,0.72
0.474716,0.106488,0.72
0.474376,0.106325,0.72
0.474098,0.10609,0.72
0.473896,0.105802,0.72
0.473778,0.105484,0.72
0.473746,0.105158,0.72
0.473796,0.104848,0.72
0.473919,0.104572,0.72
0.4741,0.104346,0.72
0.474323,0.104181,0.72
0.474569,0.104084,0.72
0.47482,0.104055,0.72
0.475057,0.10409,0.72
0.475266,0.104181,0.72
0.475435,0.104315,0.72
0.475555,0.104479,0.72
0.475623,0.104658,0.72
0.47564,0.104836,0.72
0.47561,0.105,0.72
