0.190017,0.301086,-0.007,800,800,250,80,80,80
0.188917,0.301086,-0.007,800,800,250,80,80,80
0.189603,0.299588,-0.007,800,800,250,80,80,80
0.191285,0.299666,-0.007,800,800,250,80,80,80
0.192216,0.301086,-0.007,800,800,250,80,80,80
0.19183,0.302747,-0.007,800,800,250,80,80,80
0.190442,0.303746,-0.007,800,800,250,80,80,80
0.188731,0.303696,-0.007,800,800,250,80,80,80
0.187348,0.302683,-0.007,800,800,250,80,80,80
0.186718,0.301086,-0.007,800,800,250,80,80,80
0.186982,0.29939,-0.007,800,800,250,80,80,80
0.18803,0.298028,-0.007,800,800,250,80,80,80
0.189588,0.297302,-0.007,800,800,250,80,80,80
0.191307,0.297338,-0.007,800,800,250,80,80,80
0.192849,0.298102,-0.007,800,800,250,80,80,80
0.193941,0.299432,-0.007,800,800,250,80,80,80
0.194415,0.301086,-0.007,800,800,250,80,80,80
0.194215,0.302796,-0.007,800,800,250,80,80,80
0.193391,0.304308,-0.007,800,800,250,80,80,80
0.192072,0.305416,-0.007,800,800,250,80,80,80
0.190447,0.305985,-0.007,800,800,250,80,80,80
0.188724,0.305957,-0.007,800,800,250,80,80,80
0.187112,0.305348,-0.007,800,800,250,80,80,80
0.185791,0.304242,-0.007,800,800,250,80,80,80
0.184899,0.302767,-0.007,800,800,250,80,80,80
0.184519,0.301086,-0.007,800,800,250,80,80,80
0.184679,0.29937,-0.007,800,800,250,80,80,80
0.185354,0.297784,-0.007,800,800,250,80,80,80
0.186472,0.296472,-0.007,800,800,250,80,80,80
0.187927,0.295546,-0.007,800,800,250,80,80,80
0.189586,0.295079,-0.007,800,800,250,80,80,80
0.19131,0.295103,-0.007,800,800,250,80,80,80
0.192959,0.295606,-0.007,800,800,250,80,80,80
0.194406,0.296544,-0.007,800,800,250,80,80,80
0.195545,0.297839,-0.007,800,800,250,80,80,80
0.196297,0.299391,-0.007,800,800,250,80,80,80
0.196614,0.301086,-0.007,800,800,250,80,80,80
0.19648,0.302806,-0.007,800,800,250,80,80,80
0.195911,0.304434,-0.007,800,800,250,80,80,80
0.194948,0.305865,-0.007,800,800,250,80,80,80
0.193659,0.307011,-0.007,800,800,250,80,80,80
0.192127,0.307804,-0.007,800,800,250,80,80,80
0.190448,0.308199,-0.007,800,800,250,80,80,80
0.188723,0.30818,-0.007,800,800,250,80,80,80
0.187052,0.30775,-0.007,800,800,250,80,80,80
0.185529,0.30694,-0.007,800,800,250,80,80,80
0.184236,0.305798,-0.007,800,800,250,80,80,80
0.18324,0.304389,-0.007,800,800,250,80,80,80
0.182592,0.30279,-0.007,800,800,250,80,80,80
0.18232,0.301086,-0.007,800,800,250,80,80,80
0.182435,0.299365,-0.007,800,800,250,80,80,80
0.182927,0.297711,-0.007,800,800,250,80,80,80
0.183768,0.296205,-0.007,800,800,250,80,80,80
0.184916,0.294917,-0.007,800,800,250,80,80,80
0.186314,0.293905,-0.007,800,800,250,80,80,80
0.187895,0.293213,-0.007,800,800,250,80,80,80
0.189586,0.292869,-0.007,800,800,250,80,80,80
0.191311,0.292887,-0.007,800,800,250,80,80,80
0.192996,0.29326,-0.007,800,800,250,80,80,80
0.194568,0.293972,-0.007,800,800,250,80,80,80
0.195962,0.294988,-0.007,800,800,250,80,80,80
0.197123,0.296265,-0.007,800,800,250,80,80,80
0.198005,0.297748,-0.007,800,800,250,80,80,80
0.198575,0.299377,-0.007,800,800,250,80,80,80
0.198813,0.301086,-0.007,800,800,250,80,80,80
0.198713,0.302809,-0.007,800,800,250,80,80,80
0.19828,0.30448,-0.007,800,800,250,80,80,80
0.197534,0.306036,-0.007,800,800,250,80,80,80
0.196504,0.307421,-0.007,800,800,250,80,80,80
0.19523,0.308586,-0.007,800,800,250,80,80,80
0.19376,0.30949,-0.007,800,800,250,80,80,80
0.192147,0.310103,-0.007,800,800,250,80,80,80
0.190448,0.310407,-0.007,800,800,250,80,80,80
0.188722,0.310391,-0.007,800,800,250,80,80,80
0.187028,0.310061,-0.007,800,800,250,80,80,80
0.185423,0.309427,-0.007,800,800,250,80,80,80
0.183958,0.308515,-0.007,800,800,250,80,80,80
0.182681,0.307354,-0.007,800,800,250,80,80,80
0.181631,0.305983,-0.007,800,800,250,80,80,80
0.18084,0.304449,-0.007,800,800,250,80,80,80
0.180332,0.3028,-0.007,800,800,250,80,80,80
0.180121,0.301086,-0.007,800,800,250,80,80,80
0.18021,0.299363,-0.007,800,800,250,80,80,80
0.180596,0.29768,-0.007,800,800,250,80,80,80
0.181265,0.296089,-0.007,800,800,250,80,80,80
0.182196,0.294636,-0.007,800,800,250,80,80,80
0.183361,0.293362,-0.007,800,800,250,80,80,80
0.184723,0.292302,-0.007,800,800,250,80,80,80
0.186245,0.291486,-0.007,800,800,250,80,80,80
0.187881,0.290936,-0.007,800,800,250,80,80,80
0.189585,0.290664,-0.007,800,800,250,80,80,80
0.191311,0.290678,-0.007,800,800,250,80,80,80
0.193012,0.290974,-0.007,800,800,250,80,80,80
0.194641,0.291544,-0.007,800,800,250,80,80,80
0.196156,0.292371,-0.007,800,800,250,80,80,80
0.197518,0.293432,-0.007,800,800,250,80,80,80
0.198692,0.294698,-0.007,800,800,250,80,80,80
0.199648,0.296135,-0.007,800,800,250,80,80,80
0.200364,0.297706,-0.007,800,800,250,80,80,80
0.200822,0.299371,-0.007,800,800,250,80,80,80
0.201012,0.301086,-0.007,800,800,250,80,80,80
