0.275,0.17,0.289
0.27385,0.17175,0.28661
0.2727,0.1735,0.28422
0.27155,0.17525,0.28183
0.2704,0.177,0.27944
0.26925,0.17875,0.27705
0.2681,0.1805,0.27466
0.26695,0.18225,0.27227
0.2658,0.184,0.26988
0.26465,0.18575,0.26749
0.2635,0.1875,0.2651
0.26235,0.18925,0.26271
0.2612,0.191,0.26032
0.26005,0.19275,0.25793
0.2589,0.1945,0.25554
0.25775,0.19625,0.25315
0.2566,0.198,0.25076
0.25545,0.19975,0.24837
0.2543,0.2015,0.24598
0.25315,0.20325,0.24359
0.252,0.205,0.2412
0.25085,0.20675,0.23881
0.2497,0.2085,0.23642
0.24855,0.21025,0.23403
0.2474,0.212,0.23164
0.24625,0.21375,0.22925
0.2451,0.2155,0.22686
0.24395,0.21725,0.22447
0.2428,0.219,0.22208
0.24165,0.22075,0.21969
0.2405,0.2225,0.2173
0.23935,0.22425,0.21491
0.2382,0.226,0.21252
0.23705,0.22775,0.21013
0.2359,0.2295,0.20774
0.23475,0.23125,0.20535
0.2336,0.233,0.20296
0.23245,0.23475,0.20057
0.2313,0.2365,0.19818
0.23015,0.23825,0.19579
0.229,0.24,0.1934
0.22785,0.24175,0.19101
0.2267,0.2435,0.18862
0.22555,0.24525,0.18623
0.2244,0.247,0.18384
0.22325,0.24875,0.18145
0.2221,0.2505,0.17906
0.22095,0.25225,0.17667
0.2198,0.254,0.17428
0.21865,0.25575,0.17189
0.2175,0.2575,0.1695
0.21635,0.25925,0.16711
0.2152,0.261,0.16472
0.21405,0.26275,0.16233
0.2129,0.2645,0.15994
0.21175,0.26625,0.15755
0.2106,0.268,0.15516
0.20945,0.26975,0.15277
0.2083,0.2715,0.15038
0.20715,0.27325,0.14799
0.206,0.275,0.1456
0.20485,0.27675,0.14321
0.2037,0.2785,0.14082
0.20255,0.28025,0.13843
0.2014,0.282,0.13604
0.20025,0.28375,0.13365
0.1991,0.2855,0.13126
0.19795,0.28725,0.12887
0.1968,0.289,0.12648
0.19565,0.29075,0.12409
0.1945,0.2925,0.1217
0.19335,0.29425,0.11931
0.1922,0.296,0.11692
0.19105,0.29775,0.11453
0.1899,0.2995,0.11214
0.18875,0.30125,0.10975
0.1876,0.303,0.10736
0.18645,0.30475,0.10497
0.1853,0.3065,0.10258
0.18415,0.30825,0.10019
0.183,0.31,0.0978
0.18185,0.31175,0.09541
0.1807,0.3135,0.09302
0.17955,0.31525,0.09063
0.1784,0.317,0.08824
0.17725,0.31875,0.08585
0.1761,0.3205,0.08346
0.17495,0.32225,0.08107
0.1738,0.324,0.07868
0.17265,0.32575,0.07629
0.1715,0.3275,0.0739
0.17035,0.32925,0.07151
0.1692,0.331,0.06912
0.16805,0.33275,0.06673
0.1669,0.3345,0.06434
0.16575,0.33625,0.06195
0.1646,0.338,0.05956
0.16345,0.33975,0.05717
0.1623,0.3415,0.05478
0.16115,0.34325,0.05239
0.16,0.345,0.05
